state_id,suite,task_id,initial_state_index,condition,n_rows,valid_axes,degenerate_axes,invalid_rows,correct_donor_retrieval_rate,donor_distance_reduction,donor_projection,cosine_alignment,orthogonal_residual,orthogonal_residual_ratio,distance_to_donor
libero_spatial_task08_state004_wait30,libero_spatial,8,4,future_donor_cache_recipient,12,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6590723626105542
libero_spatial_task08_state004_wait30,libero_spatial,8,4,future_recipient_cache_donor,12,12,0,0,1.0,0.6090550423697692,0.8128627009100909,0.9215410891561754,0.22345884983134223,0.33929779494343487,0.2572123195801531
libero_spatial_task08_state004_wait30,libero_spatial,8,4,future_donor_cache_donor,12,12,0,0,1.0,0.6090550423697692,0.8128627009100909,0.9215410891561754,0.22345884983134223,0.33929779494343487,0.2572123195801531
libero_spatial_task08_state005_wait30,libero_spatial,8,5,future_recipient_cache_recipient,12,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.7792880332097649
libero_spatial_task08_state005_wait30,libero_spatial,8,5,future_donor_cache_recipient,12,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.7792880332097649
libero_spatial_task08_state005_wait30,libero_spatial,8,5,future_recipient_cache_donor,12,12,0,0,1.0,0.6539795210082845,0.8361071354681869,0.9368192669346889,0.2253491223667091,0.30267876396101295,0.2582615720591344
libero_spatial_task08_state005_wait30,libero_spatial,8,5,future_donor_cache_donor,12,12,0,0,1.0,0.6539795210082845,0.8361071354681869,0.9368192669346889,0.2253491223667091,0.30267876396101295,0.2582615720591344
libero_spatial_task08_state006_wait30,libero_spatial,8,6,future_recipient_cache_recipient,12,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6571776744970069
libero_spatial_task08_state006_wait30,libero_spatial,8,6,future_donor_cache_recipient,12,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6571776744970069
libero_spatial_task08_state006_wait30,libero_spatial,8,6,future_recipient_cache_donor,12,12,0,0,1.0,0.612517935135187,0.8362751948369823,0.9219798739098053,0.22627316258402438,0.3465014859668987,0.25306864376073296
libero_spatial_task08_state006_wait30,libero_spatial,8,6,future_donor_cache_donor,12,12,0,0,1.0,0.612517935135187,0.8362751948369823,0.9219798739098053,0.22627316258402438,0.3465014859668987,0.25306864376073296
libero_spatial_task09_state004_wait30,libero_spatial,9,4,future_recipient_cache_recipient,12,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.803968670598946
libero_spatial_task09_state004_wait30,libero_spatial,9,4,future_donor_cache_recipient,12,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.803968670598946
libero_spatial_task09_state004_wait30,libero_spatial,9,4,future_recipient_cache_donor,12,12,0,0,1.0,0.6384295788664148,0.8447533633044794,0.9332809809635124,0.25654695976238345,0.32264502619464025,0.28820327688536695
libero_spatial_task09_state004_wait30,libero_spatial,9,4,future_donor_cache_donor,12,12,0,0,1.0,0.6384295788664148,0.8447533633044794,0.9332809809635124,0.25654695976238345,0.32264502619464025,0.28820327688536695
