correct_source_tie_fraction,correct_source_top1,cosine_alignment,distance_reduction,distance_to_donor_l2,future_source_index,future_source_seed,native_separation_l2,nearest_native_seed,nearest_tie_count,normalized_final_distance,normalized_projection,orthogonal_residual,recipient_index,recipient_seed,separation_quartile,separation_quartile_label,state_id,task_family
1.0,1,0.9973229574336583,0.9240880541292614,0.042562647660049364,2,227,0.5606844505412132,227,1,0.07591194587073856,0.9743188194611978,0.07143598877327442,1,223,1,Q1 (smallest),droid_episode_006474_frame_000068,put
1.0,1,0.997987688775649,0.9359643717958446,0.046786291080412656,3,229,0.7306290637338765,229,1,0.06403562820415537,0.9870537881950854,0.0627132942796271,1,223,1,Q1 (smallest),droid_episode_006474_frame_000068,put
1.0,1,0.9960924395967079,0.9099747016526573,0.03686287680259096,0,211,0.40947242030083236,211,1,0.09002529834734276,0.9748126259884744,0.08643003258666282,2,227,1,Q1 (smallest),droid_episode_006474_frame_000068,put
1.0,1,0.9977040239574693,0.9314468134576638,0.0384367057293391,1,223,0.5606844505412132,223,1,0.06855318654233626,0.9848142081968181,0.06685006441596572,2,227,1,Q1 (smallest),droid_episode_006474_frame_000068,put
1.0,1,0.9969315040016032,0.9197549817979842,0.04397841295141266,3,229,0.5480516290830367,229,1,0.08024501820201574,0.9762719482908562,0.07665665338592621,2,227,1,Q1 (smallest),droid_episode_006474_frame_000068,put
1.0,1,0.9986294278813455,0.9452807074434647,0.04388203566507949,0,211,0.8019481542043163,211,1,0.05471929255653533,0.981315927138001,0.051430597888564494,3,229,1,Q1 (smallest),droid_episode_006474_frame_000068,put
1.0,1,0.9984795603032277,0.9447527746666964,0.040365228519166095,1,223,0.7306290637338765,223,1,0.055247225333303576,0.9932672940566194,0.054835450009175536,3,229,1,Q1 (smallest),droid_episode_006474_frame_000068,put
1.0,1,0.9984832313851728,0.9412447436786362,0.03220091394411482,2,227,0.5480516290830367,227,1,0.058755256321363795,0.976482975029964,0.053843566764729275,3,229,1,Q1 (smallest),droid_episode_006474_frame_000068,put
1.0,1,0.9891457997955257,0.8475871205098976,0.19874441612799934,1,223,1.303987017323596,223,1,0.15241287949010243,0.9383630653977098,0.1393935942835878,0,211,3,Q3,droid_episode_007416_frame_000134,take
1.0,1,0.9907906742898259,0.8640566624900856,0.17665736566953255,2,227,1.2994926335146715,227,1,0.13594333750991444,0.9696636289141182,0.13251526554580112,0,211,3,Q3,droid_episode_007416_frame_000134,take
1.0,1,0.9981076487535819,0.9380610521919729,0.07153932260603248,3,229,1.1549973827091902,229,1,0.06193894780802714,1.0036419920991282,0.06183178106051449,0,211,2,Q2,droid_episode_007416_frame_000134,take
1.0,1,0.9980849144622185,0.933711349919336,0.08643953910109257,0,211,1.303987017323596,211,1,0.06628865008066398,0.9723930555454212,0.06026642305130204,1,223,3,Q3,droid_episode_007416_frame_000134,take
1.0,1,0.9784353916220836,0.7910882069560092,0.13596261139085905,2,227,0.6508134816603163,227,1,0.20891179304399074,0.9879649514191294,0.20856484573990725,1,223,1,Q1 (smallest),droid_episode_007416_frame_000134,take
1.0,1,0.9966618846594629,0.9144980286536776,0.09627403394917837,3,229,1.1259861314685267,229,1,0.0855019713463224,0.9680130418111595,0.0792932633325978,1,223,2,Q2,droid_episode_007416_frame_000134,take
1.0,1,0.9987851891946489,0.9499101738933488,0.06509136003962417,0,211,1.2994926335146715,211,1,0.05008982610665124,0.9885914014411895,0.048773297595287375,2,227,3,Q3,droid_episode_007416_frame_000134,take
1.0,1,0.9731296728785843,0.7654706182135033,0.15263488351211152,1,223,0.6508134816603163,223,1,0.23452938178649677,0.9903418078745163,0.23433042962027703,2,227,1,Q1 (smallest),droid_episode_007416_frame_000134,take
