core_result_sha256,dose_all_five_linear_slope_descriptive,dose_all_five_monotonic_descriptive,dose_endpoint_one_projection,dose_endpoint_zero_error,dose_interior_linear_slope,dose_interior_monotonic,input_fingerprint,state_id,state_index,task_family
d32b6cc3d54674fd5dd2a9d783463d12b3d09a4b36c96fbbd8955c9aceae43d6,1.154237981992659,1,1.0003808510809244,0.0,1.769666505639596,1,065be927896aad8611244af88d1340ddf05fd305500466564fbabde3cd05c2ca,droid_episode_037602_frame_000148,15,open
5917c23d3e3690b160d3232107554bd1cd17df7bf3264dfbe195a263367ef3f8,1.166139884881788,1,1.0003780990569173,0.0,1.8291870281812703,1,3635f5e00b7fc34c578858a9cb1a21181cfcca15116e96cd01829842437c28d7,droid_episode_032588_frame_000101,16,open
aa5f3523a1f3df4e80812ac007a1337efc574d839b484c2ef9eea490b3e0893a,1.1691104759776365,1,0.9844805345970115,0.0,1.9076302415001363,1,8a99a70ec5242753ebb1bdfb8b08bab2cc764f6f7999b4b8896b1227bf766d0a,droid_episode_019166_frame_000104,17,open
b053f229cd12b9ac0dd19e9e4937975f13028e6079a2bb1f094c457907a56956,1.1838204454838428,1,0.997814897113019,0.0,1.9278426389671368,1,9620d6c8eba5d263521990d1986184e7a5a69f433655764f17404ac86becd1f3,droid_episode_025075_frame_000057,18,place
a8d83710afc90f636307fa2a2d778dc55c8562414af4698ce374f5fb4de772d0,1.1515891284196251,1,0.9788104426485326,0.0,1.8427038715039952,1,bec158cac83a5c6d5764cb464811004e70d3d1f8fbd2dab808c26f22ad5f9662,droid_episode_044305_frame_000165,19,place
6c4bfe861f8fc46eabaaae5d2aa0aa21bf93146d03b95e7ef60a39711abac8b3,1.2135971215142816,0,1.0082285371229769,0.0,2.035071459079499,1,dc261c23fc11a130dd7bb7c998b41f957205d546b0257c1fd85af2ae1818f117,droid_episode_048372_frame_000095,20,place
1bd50651c44c5fc5187db3d50933c35c06df613ee41e0f27f970ee95c26791ac,1.1881175565594961,0,0.9958304211755419,0.0,1.9572660980953132,1,d3fbbd08966fd266887004f357dfdef16e0da5143d33881706a75957965d9023,droid_episode_006011_frame_000178,21,use
9dd5b54f7f591731a8353dfd5845518cb13931ce64c90984e9b8011fadbd910d,1.1835076614290272,1,0.9989223555966081,0.0,1.9218488847587027,1,1ebeed1a52aa07e3b91e0212dbac0b9d91f230bf1fb0afae35a255d3d277277d,droid_episode_051025_frame_000156,22,use
62c434501c0690013acc1d99fce13357a2cb0b9b24f479b6550f1a5b0337e9da,1.1201105905939908,1,0.9663995329003366,0.0,1.734954821368606,1,e5e96733db0302fa1200ddf74cac66bb96ea4cd4b4249641c781f94e28ba44d7,droid_episode_019839_frame_000146,23,use
421e84d5039805fb0e9ad58189fde043af158cb412031cf9fe3f88288dddc52b,1.1041493582086395,1,0.9710899150037471,0.0,1.636387131028207,1,6ac4f85fdf3f923e93ba416d562b45eee38cb49dcb5717fe2f07f66a02944e45,droid_episode_022570_frame_000068,24,turn
920c008b93f865815cb861bbdd0348382bd806a0890429d75c74918dac3146af,1.1616272221266004,1,1.0167225912488893,0.0,1.741245745637444,1,09aa167c5d7be8b8d0b7d0de976f165364603ce8c799f0c74c1012b732f42eb5,droid_episode_023493_frame_000059,25,turn
c2e5b16e83408655ed6f6158415422052af3ee8843addbb472fe1bf78737254e,1.168903498861557,1,0.9915934733023751,0.0,1.878143601098284,1,6eb721f4190580284e99150ed17f0af3b6da51a45a50d0ca13204a7ac1106f52,droid_episode_050050_frame_000130,26,turn
7abb75ae78c30b4e256a6758ab5271f44c62590c52fd91044ebbe91152270344,1.1592549559500147,1,0.9884139258779058,0.0,1.8426190762384485,1,1b4c1691b972c1733867dcbc45f746ea961ad9ef3c16e8981cd85c1b79019e56,droid_episode_042965_frame_000072,27,press
f538165d2a3de2341a26fdbe1fef47ee39709118213f0b480f8e9e8d7cc8743d,0.8928147571418816,1,0.8269020617073306,0.0,1.156465538880085,1,6ec97dbd1c1df4fe98ef1facced598b3f46b553ab219af0c7ad9f4f42184de1a,droid_episode_043719_frame_000060,28,press
9d2253d43a0d7e6d85ab6c0cb3f03dcf361080b488457d440027258724bbcee9,0.9943708714977562,1,0.9197131911601633,0.0,1.2930015928481282,1,eb139302d609c7335942932ae00ccd12d6d3b7d046a03df4d5a0a738bd9b1828,droid_episode_019784_frame_000061,29,press
